timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning,time_sec
552932000,552932000,4196000,47.39797105772898,8.546163739800146,37.485844,-3.4743886,-5.013568,0.0,0.0,0.0,2.3341756,-1.2692127,-3.016376,0.0,0.0,0.0,0.0,-0.538849,0.42201856,-0.10290608,-0.015802309,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
552952000,552952000,4196000,47.39797105772898,8.546163739800146,37.532265,-3.499577,-5.0739326,0.0,0.0,0.0,2.3209581,-1.2594233,-3.0182307,0.0,0.0,0.0,0.0,-0.6608746,0.4894759,-0.09273509,-0.014759285,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.02
552972000,552972000,4196000,47.39797105772898,8.546163739800146,37.57839,-3.5245557,-5.1343303,0.0,0.0,0.0,2.3062696,-1.2489295,-3.01988,0.0,0.0,0.0,0.0,-0.73441905,0.52468425,-0.08245749,-0.013690005,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.04
552992000,552992000,4196000,47.39797105772898,8.546163739800146,37.62418,-3.5493007,-5.194756,0.0,0.0,0.0,2.2895746,-1.2372465,-3.0212846,0.0,0.0,0.0,0.0,-0.83475184,0.5841504,-0.07023502,-0.012604267,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.06
553012000,553012000,4196000,47.39797105772898,8.546163739800146,37.6696,-3.5737991,-5.2552047,0.0,0.0,0.0,2.2710855,-1.2249275,-3.0224311,0.0,0.0,0.0,0.0,-0.9244593,0.6159519,-0.057324678,-0.011510926,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.08
553032000,553032000,4196000,47.39797105772898,8.546163739800146,37.714615,-3.598037,-5.3156705,0.0,0.0,0.0,2.250623,-1.2118875,-3.0233033,0.0,0.0,0.0,0.0,-1.023125,0.65199965,-0.043611754,-0.0104199285,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.1
553052000,553052000,4196000,47.39797105772898,8.546163739800146,37.759193,-3.622002,-5.376149,0.0,0.0,0.0,2.2289658,-1.1982509,-3.023937,0.0,0.0,0.0,0.0,-1.0828575,0.6818323,-0.031678345,-0.009337505,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.12
553072000,553072000,4196000,47.39797105772898,8.546163739800146,37.803307,-3.6456742,-5.4366355,0.0,0.0,0.0,2.20569,-1.1836166,-3.024301,0.0,0.0,0.0,0.0,-1.1637915,0.7317127,-0.01820442,-0.008272491,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14
553092000,553092000,4196000,47.39797105772898,8.546163739800146,37.84693,-3.6690392,-5.497124,0.0,0.0,0.0,2.1812205,-1.1682491,-3.024444,0.0,0.0,0.0,0.0,-1.2234769,0.76837635,-0.0071584657,-0.007230905,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.16
553112000,553112000,4196000,47.39797105772898,8.546163739800146,37.890038,-3.6920838,-5.5576115,0.0,0.0,0.0,2.1552513,-1.1522297,-3.0243533,0.0,0.0,0.0,0.0,-1.2984627,0.8009688,0.0045412104,-0.0062202257,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.18
