timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,time_sec
29976000,29976000,0.99503297,0.010475398,-0.098605864,0.009251836,0.0,0.0,0.0,0.0,0,0.0
29996000,29996000,0.9950553,0.010524213,-0.0984201,0.008763458,0.0,0.0,0.0,0.0,0,0.02
30016000,30016000,0.9950778,0.010562488,-0.09822811,0.008301724,0.0,0.0,0.0,0.0,0,0.04
30036000,30036000,0.99509984,0.01059824,-0.09803638,0.007867535,0.0,0.0,0.0,0.0,0,0.06
30056000,30056000,0.99512184,0.010621496,-0.09784276,0.007460009,0.0,0.0,0.0,0.0,0,0.08
30076000,30076000,0.9951451,0.010636217,-0.097632855,0.007078872,0.0,0.0,0.0,0.0,0,0.1
30096000,30096000,0.9951682,0.010649264,-0.09742056,0.0067241467,0.0,0.0,0.0,0.0,0,0.12
30116000,30116000,0.9951923,0.010664202,-0.09719442,0.006395725,0.0,0.0,0.0,0.0,0,0.14
30136000,30136000,0.9952474,0.010654241,-0.09664871,0.006093521,0.0,0.0,0.0,0.0,0,0.16
30156000,30156000,0.99538594,0.01056241,-0.09523932,0.005817044,0.0,0.0,0.0,0.0,0,0.18
30176000,30176000,0.9956373,0.010337741,-0.09261576,0.0055640456,0.0,0.0,0.0,0.0,0,0.2
30196000,30196000,0.99600345,0.009964667,-0.08864798,0.0053330297,0.0,0.0,0.0,0.0,0,0.22
30216000,30216000,0.99646795,0.009419242,-0.08334104,0.005120853,0.0,0.0,0.0,0.0,0,0.24
30236000,30236000,0.9970052,0.008714783,-0.07674294,0.004926594,0.0,0.0,0.0,0.0,0,0.26
30256000,30256000,0.99758327,0.00784926,-0.068938956,0.0047485502,0.0,0.0,0.0,0.0,0,0.28
30276000,30276000,0.99816686,0.006833964,-0.060035508,0.0045863027,0.0,0.0,0.0,0.0,0,0.3
30296000,30296000,0.9987195,0.0056725764,-0.050165817,0.0044384836,0.0,0.0,0.0,0.0,0,0.32
30316000,30316000,0.9992076,0.0043766974,-0.03944136,0.0043043536,0.0,0.0,0.0,0.0,0,0.34
30336000,30336000,0.9995992,0.0029682505,-0.02800286,0.0041840924,0.0,0.0,0.0,0.0,0,0.36
30356000,30356000,0.9998675,0.0014628402,-0.015980583,0.0040776157,0.0,0.0,0.0,0.0,0,0.38
30376000,30376000,0.99999046,-0.00010836873,-0.0034996553,0.0039848583,0.0,0.0,0.0,0.0,0,0.4
30396000,30396000,0.99995196,-0.0017431928,0.009320119,0.0039057734,0.0,0.0,0.0,0.0,0,0.42
30416000,30416000,0.9997414,-0.0034093978,0.022358038,0.0038404977,0.0,0.0,0.0,0.0,0,0.44
30436000,30436000,0.99935395,-0.005100624,0.035501778,0.0037893765,0.0,0.0,0.0,0.0,0,0.46
30456000,30456000,0.99879014,-0.006778573,0.048655123,0.0037517345,0.0,0.0,0.0,0.0,0,0.48
30476000,30476000,0.99805677,-0.008448043,0.06169724,0.0037292165,0.0,0.0,0.0,0.0,0,0.5
30496000,30496000,0.99716,-0.010089724,0.074600935,0.0037216353,0.0,0.0,0.0,0.0,0,0.52
30516000,30516000,0.9961121,-0.01168521,0.08728845,0.003728239,0.0,0.0,0.0,0.0,0,0.54
30536000,30536000,0.9949261,-0.013226127,0.09971023,0.003749378,0.0,0.0,0.0,0.0,0,0.56
30556000,30556000,0.99362177,-0.014711802,0.11177699,0.0037862882,0.0,0.0,0.0,0.0,0,0.58
30576000,30576000,0.99221015,-0.016126193,0.12350437,0.0038369254,0.0,0.0,0.0,0.0,0,0.6
30596000,30596000,0.9907124,-0.017469002,0.13482451,0.0039018667,0.0,0.0,0.0,0.0,0,0.62
30616000,30616000,0.98914105,-0.018735623,0.14574696,0.0039798343,0.0,0.0,0.0,0.0,0,0.64
30636000,30636000,0.9875174,-0.019925715,0.15622066,0.004071111,0.0,0.0,0.0,0.0,0,0.66
30656000,30656000,0.985847,-0.021030309,0.16629826,0.004172285,0.0,0.0,0.0,0.0,0,0.68
30676000,30676000,0.98414767,-0.022057766,0.17594767,0.0042844126,0.0,0.0,0.0,0.0,0,0.7
30696000,30696000,0.9824205,-0.023003738,0.18523096,0.0044049406,0.0,0.0,0.0,0.0,0,0.72
30716000,30716000,0.9806816,-0.023887504,0.19411722,0.0045374637,0.0,0.0,0.0,0.0,0,0.74
30736000,30736000,0.97892964,-0.024695696,0.2026675,0.0046768845,0.0,0.0,0.0,0.0,0,0.76
30756000,30756000,0.9771799,-0.025446128,0.21085003,0.0048272316,0.0,0.0,0.0,0.0,0,0.78
30776000,30776000,0.97543126,-0.026126947,0.21871315,0.0049838875,0.0,0.0,0.0,0.0,0,0.8
30796000,30796000,0.97369426,-0.02674691,0.22624463,0.005148359,0.0,0.0,0.0,0.0,0,0.82
30816000,30816000,0.97197443,-0.027305394,0.23345433,0.0053196056,0.0,0.0,0.0,0.0,0,0.84
30836000,30836000,0.9702793,-0.027806578,0.24034098,0.0054975674,0.0,0.0,0.0,0.0,0,0.86
30856000,30856000,0.968617,-0.028256288,0.24689966,0.005683291,0.0,0.0,0.0,0.0,0,0.88
30876000,30876000,0.9669877,-0.028655112,0.25315648,0.0058754277,0.0,0.0,0.0,0.0,0,0.9
30896000,30896000,0.9654073,-0.02902156,0.25907263,0.006079507,0.0,0.0,0.0,0.0,0,0.92
30916000,30916000,0.9638687,-0.02933954,0.26469973,0.0062887324,0.0,0.0,0.0,0.0,0,0.94
30936000,30936000,0.9623896,-0.029626379,0.26999137,0.006508353,0.0,0.0,0.0,0.0,0,0.96
30956000,30956000,0.96096724,-0.02987044,0.274979,0.0067331493,0.0,0.0,0.0,0.0,0,0.98
30976000,30976000,0.95960927,-0.030081252,0.27965292,0.0069653424,0.0,0.0,0.0,0.0,0,1.0
30996000,30996000,0.9583098,-0.030251406,0.28405005,0.007200659,0.0,0.0,0.0,0.0,0,1.02
31016000,31016000,0.9570789,-0.03040181,0.2881482,0.007445553,0.0,0.0,0.0,0.0,0,1.04
31036000,31036000,0.95591336,-0.030525899,0.29197213,0.007695844,0.0,0.0,0.0,0.0,0,1.06
31056000,31056000,0.9548193,-0.03063174,0.29551247,0.007953096,0.0,0.0,0.0,0.0,0,1.08
31076000,31076000,0.9537966,-0.0307186,0.29878077,0.008215877,0.0,0.0,0.0,0.0,0,1.1
31096000,31096000,0.9528501,-0.030784655,0.30177167,0.008482722,0.0,0.0,0.0,0.0,0,1.12
31116000,31116000,0.9519808,-0.030826366,0.30449095,0.0087507805,0.0,0.0,0.0,0.0,0,1.14
31136000,31136000,0.95118374,-0.030857971,0.3069608,0.009023259,0.0,0.0,0.0,0.0,0,1.16
31156000,31156000,0.9504628,-0.030880185,0.3091754,0.00929954,0.0,0.0,0.0,0.0,0,1.18
31176000,31176000,0.9498194,-0.030892689,0.31113693,0.009578233,0.0,0.0,0.0,0.0,0,1.2
31196000,31196000,0.9492508,-0.030892741,0.31285855,0.009856592,0.0,0.0,0.0,0.0,0,1.22
31216000,31216000,0.94875413,-0.030881204,0.31435385,0.010133368,0.0,0.0,0.0,0.0,0,1.24
31236000,31236000,0.9483302,-0.030870603,0.31562236,0.010412195,0.0,0.0,0.0,0.0,0,1.26
31256000,31256000,0.94798154,-0.030857135,0.3166602,0.010690602,0.0,0.0,0.0,0.0,0,1.28
31276000,31276000,0.9477056,-0.030837724,0.31747743,0.010965796,0.0,0.0,0.0,0.0,0,1.3
31296000,31296000,0.94749796,-0.030818205,0.31808907,0.011238786,0.0,0.0,0.0,0.0,0,1.32
31316000,31316000,0.9473581,-0.030802237,0.3184973,0.011509833,0.0,0.0,0.0,0.0,0,1.34
31336000,31336000,0.94728535,-0.0307791,0.31870604,0.011774288,0.0,0.0,0.0,0.0,0,1.36
31356000,31356000,0.9472777,-0.030748993,0.31872213,0.012030897,0.0,0.0,0.0,0.0,0,1.38
31376000,31376000,0.94733536,-0.030709341,0.31854522,0.012277622,0.0,0.0,0.0,0.0,0,1.4
31396000,31396000,0.94745815,-0.030666584,0.31817454,0.012515555,0.0,0.0,0.0,0.0,0,1.42
31416000,31416000,0.94764495,-0.030623345,0.31761295,0.012744644,0.0,0.0,0.0,0.0,0,1.44
31436000,31436000,0.94789046,-0.03057846,0.31687498,0.01296303,0.0,0.0,0.0,0.0,0,1.46
31456000,31456000,0.94819564,-0.030535573,0.31595597,0.013171678,0.0,0.0,0.0,0.0,0,1.48
31476000,31476000,0.94856185,-0.030492894,0.31485063,0.013369509,0.0,0.0,0.0,0.0,0,1.5
31496000,31496000,0.9489813,-0.030450633,0.3135803,0.0135552725,0.0,0.0,0.0,0.0,0,1.52
31516000,31516000,0.94945204,-0.0304105,0.3121484,0.01372908,0.0,0.0,0.0,0.0,0,1.54
