timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning,time_sec
29976000,29976000,4196000,47.39797105772898,8.546163739800146,20.142632,3.0235376,-10.613005,0.0,0.0,0.0,10.773509,1.3188996,-3.0283985,0.0,0.0,0.0,0.0,0.72549355,0.0832207,0.16030627,0.016671428,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
29996000,29996000,4196000,47.39797105772898,8.546163739800146,20.358393,3.049949,-10.673509,0.0,0.0,0.0,10.788012,1.3205615,-3.025168,0.0,0.0,0.0,0.0,0.7251137,0.08309193,0.16153575,0.015673453,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.02
30016000,30016000,4196000,47.39797105772898,8.546163739800146,20.574442,3.0763934,-10.733948,0.0,0.0,0.0,10.802437,1.3222318,-3.0219746,0.0,0.0,0.0,0.0,0.7212393,0.08351229,0.1596613,0.014731931,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.04
30036000,30036000,4196000,47.39797105772898,8.546163739800146,20.790773,3.1028674,-10.794326,0.0,0.0,0.0,10.81661,1.3237005,-3.018915,0.0,0.0,0.0,0.0,0.7087134,0.07343862,0.15298049,0.013846955,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.06
30056000,30056000,4196000,47.39797105772898,8.546163739800146,21.007387,3.1293757,-10.854646,0.0,0.0,0.0,10.830738,1.3254063,-3.0159643,0.0,0.0,0.0,0.0,0.706344,0.0852917,0.14753807,0.013018753,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.08
30076000,30076000,4196000,47.39797105772898,8.546163739800146,21.22429,3.1559157,-10.9149065,0.0,0.0,0.0,10.845111,1.3270106,-3.0130615,0.0,0.0,0.0,0.0,0.71865386,0.08021588,0.14513135,0.012246215,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.1
30096000,30096000,4196000,47.39797105772898,8.546163739800146,21.441471,3.1824846,-10.975114,0.0,0.0,0.0,10.85905,1.3284361,-3.0103343,0.0,0.0,0.0,0.0,0.6969433,0.07127453,0.13636816,0.011527756,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.12
30116000,30116000,4196000,47.39797105772898,8.546163739800146,21.658934,3.2090797,-11.035266,0.0,0.0,0.0,10.873149,1.3297656,-3.0076118,0.0,0.0,0.0,0.0,0.70495975,0.066473804,0.13612986,0.010862653,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14
30136000,30136000,4196000,47.39797105772898,8.546163739800146,21.876822,3.2357152,-11.095329,0.0,0.0,0.0,10.894363,1.3317616,-3.0032024,0.0,0.0,0.0,0.0,1.0607492,0.09979938,0.22045986,0.010261804,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.16
30156000,30156000,4196000,47.39797105772898,8.546163739800146,22.095385,3.262418,-11.155236,0.0,0.0,0.0,10.928154,1.3351502,-2.9953156,0.0,0.0,0.0,0.0,1.6894997,0.16942903,0.39434826,0.009745647,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.18
