timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning,time_sec
424920000,424920000,4196000,47.39797105772898,8.546163739800146,27.040041,-3.1318214,-5.001835,0.0,0.0,0.0,-1.7278403,-1.2126192,-3.0432286,0.0,0.0,0.0,0.0,1.3279799,0.18210356,0.014843697,-0.093617186,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
424940000,424940000,4196000,47.39797105772898,8.546163739800146,27.006035,-3.1559865,-5.0626884,0.0,0.0,0.0,-1.7003409,-1.208249,-3.0426636,0.0,0.0,0.0,0.0,1.3749757,0.21851231,0.028251868,-0.08803229,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.02
424960000,424960000,4196000,47.39797105772898,8.546163739800146,26.972593,-3.1800451,-5.1235256,0.0,0.0,0.0,-1.6720936,-1.202934,-3.0418658,0.0,0.0,0.0,0.0,1.4123594,0.2657469,0.039896846,-0.08227019,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.04
424980000,424980000,4196000,47.39797105772898,8.546163739800146,26.93973,-3.2039742,-5.1843433,0.0,0.0,0.0,-1.6431341,-1.1964608,-3.0409024,0.0,0.0,0.0,0.0,1.4479764,0.32365808,0.048167907,-0.07636345,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.06
425000000,425000000,4196000,47.39797105772898,8.546163739800146,26.907463,-3.2277606,-5.245139,0.0,0.0,0.0,-1.6133019,-1.1893055,-3.0397687,0.0,0.0,0.0,0.0,1.4916104,0.35776344,0.056680445,-0.07034292,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.08
425020000,425020000,4196000,47.39797105772898,8.546163739800146,26.875807,-3.2513847,-5.3059077,0.0,0.0,0.0,-1.582837,-1.1812153,-3.0384464,0.0,0.0,0.0,0.0,1.5232439,0.4045144,0.06611342,-0.06424138,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.1
425040000,425040000,4196000,47.39797105772898,8.546163739800146,26.844769,-3.2748249,-5.3666496,0.0,0.0,0.0,-1.5519288,-1.1720042,-3.0370936,0.0,0.0,0.0,0.0,1.5454115,0.4605503,0.0676399,-0.058093667,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.12
425060000,425060000,4196000,47.39797105772898,8.546163739800146,26.814356,-3.2980626,-5.4273624,0.0,0.0,0.0,-1.5205994,-1.1618909,-3.0356398,0.0,0.0,0.0,0.0,1.5664696,0.50566906,0.07269491,-0.051932007,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14
425080000,425080000,4196000,47.39797105772898,8.546163739800146,26.784578,-3.3210852,-5.4880447,0.0,0.0,0.0,-1.4888779,-1.151125,-3.0341015,0.0,0.0,0.0,0.0,1.5860759,0.53829956,0.07691938,-0.045789894,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.16
425100000,425100000,4196000,47.39797105772898,8.546163739800146,26.75544,-3.3438802,-5.5486965,0.0,0.0,0.0,-1.4569999,-1.139747,-3.0325978,0.0,0.0,0.0,0.0,1.5938997,0.5688922,0.07518322,-0.03970142,0.0,0.0,0.0,0.0,0.22663368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.18
