timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,time_sec
290856000,290856000,0.9653351,0.1808496,-0.17751898,0.06259208,0.0,0.0,0.0,0.0,0,0.0
290876000,290876000,0.9682381,0.17211555,-0.17002226,0.06318815,0.0,0.0,0.0,0.0,0,0.02
290896000,290896000,0.9711348,0.16308676,-0.16208558,0.06353979,0.0,0.0,0.0,0.0,0,0.04
290916000,290916000,0.9739945,0.15381375,-0.15373449,0.06364673,0.0,0.0,0.0,0.0,0,0.06
290936000,290936000,0.9767875,0.14433832,-0.14501262,0.0635066,0.0,0.0,0.0,0.0,0,0.08
290956000,290956000,0.9794891,0.13469554,-0.1359529,0.06311984,0.0,0.0,0.0,0.0,0,0.1
290976000,290976000,0.9820723,0.12493547,-0.12660682,0.06248941,0.0,0.0,0.0,0.0,0,0.12
290996000,290996000,0.9845181,0.11507864,-0.1170186,0.06161753,0.0,0.0,0.0,0.0,0,0.14
291016000,291016000,0.9868082,0.10516531,-0.10722522,0.0605124,0.0,0.0,0.0,0.0,0,0.16
291036000,291036000,0.9889257,0.09522026,-0.09729348,0.059178982,0.0,0.0,0.0,0.0,0,0.18
291056000,291056000,0.99085957,0.08527751,-0.08725266,0.05762939,0.0,0.0,0.0,0.0,0,0.2
291076000,291076000,0.9925977,0.075374186,-0.07717345,0.055873644,0.0,0.0,0.0,0.0,0,0.22
291096000,291096000,0.9941362,0.06552693,-0.06708631,0.05392568,0.0,0.0,0.0,0.0,0,0.24
291116000,291116000,0.9954688,0.055788226,-0.057054847,0.05180099,0.0,0.0,0.0,0.0,0,0.26
291136000,291136000,0.9965975,0.046163917,-0.04711193,0.049515523,0.0,0.0,0.0,0.0,0,0.28
291156000,291156000,0.99752337,0.03670368,-0.03730764,0.047087934,0.0,0.0,0.0,0.0,0,0.3
291176000,291176000,0.9982523,0.02741175,-0.02768787,0.044535786,0.0,0.0,0.0,0.0,0,0.32
291196000,291196000,0.9987919,0.018329596,-0.018277572,0.041879494,0.0,0.0,0.0,0.0,0,0.34
291216000,291216000,0.9991518,0.009464814,-0.009129794,0.039138045,0.0,0.0,0.0,0.0,0,0.36
291236000,291236000,0.99934393,0.0008487099,-0.00024480198,0.036331818,0.0,0.0,0.0,0.0,0,0.38
291256000,291256000,0.99938095,-0.0075140926,0.008331072,0.033480246,0.0,0.0,0.0,0.0,0,0.4
291276000,291276000,0.9992764,-0.015609283,0.016599784,0.03060302,0.0,0.0,0.0,0.0,0,0.42
291296000,291296000,0.9990448,-0.023435155,0.024517577,0.02771933,0.0,0.0,0.0,0.0,0,0.44
291316000,291316000,0.9987001,-0.030982504,0.03209265,0.024847573,0.0,0.0,0.0,0.0,0,0.46
291336000,291336000,0.9982577,-0.03823918,0.039296433,0.022006106,0.0,0.0,0.0,0.0,0,0.48
291356000,291356000,0.99773043,-0.045206837,0.046155512,0.019210484,0.0,0.0,0.0,0.0,0,0.5
291376000,291376000,0.99713314,-0.051885124,0.052640248,0.016477346,0.0,0.0,0.0,0.0,0,0.52
291396000,291396000,0.9964766,-0.05828315,0.05878435,0.013819861,0.0,0.0,0.0,0.0,0,0.54
291416000,291416000,0.995775,-0.064392164,0.06456257,0.011252494,0.0,0.0,0.0,0.0,0,0.56
291436000,291436000,0.9950377,-0.07021893,0.07000875,0.008785867,0.0,0.0,0.0,0.0,0,0.58
291456000,291456000,0.9942781,-0.07575289,0.07510258,0.0064316476,0.0,0.0,0.0,0.0,0,0.6
291476000,291476000,0.9935037,-0.080998816,0.07988193,0.004197057,0.0,0.0,0.0,0.0,0,0.62
291496000,291496000,0.99272686,-0.085954405,0.084320486,0.0020926131,0.0,0.0,0.0,0.0,0,0.64
291516000,291516000,0.9919523,-0.09062935,0.08846489,0.00012267208,0.0,0.0,0.0,0.0,0,0.66
291536000,291536000,0.9911881,-0.09503735,0.0923054,-0.0017042456,0.0,0.0,0.0,0.0,0,0.68
291556000,291556000,0.9904401,-0.09917011,0.09587182,-0.0033864044,0.0,0.0,0.0,0.0,0,0.7
291576000,291576000,0.9897156,-0.103039935,0.099150054,-0.0049174726,0.0,0.0,0.0,0.0,0,0.72
291596000,291596000,0.9890179,-0.10664281,0.10217804,-0.006298886,0.0,0.0,0.0,0.0,0,0.74
291616000,291616000,0.98835075,-0.110002466,0.10495104,-0.0075262277,0.0,0.0,0.0,0.0,0,0.76
291636000,291636000,0.98771757,-0.113103874,0.10750151,-0.008604415,0.0,0.0,0.0,0.0,0,0.78
291656000,291656000,0.9871216,-0.11596732,0.109822005,-0.009530662,0.0,0.0,0.0,0.0,0,0.8
