timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,time_sec
683868000,683868000,0.9732664,0.07400592,-0.21321133,0.04272688,0.0,0.0,0.0,0.0,0,0.0
683888000,683888000,0.97546995,0.070784405,-0.2039583,0.043105554,0.0,0.0,0.0,0.0,0,0.02
683908000,683908000,0.9776363,0.06755667,-0.19440205,0.04336294,0.0,0.0,0.0,0.0,0,0.04
683928000,683928000,0.97975,0.06429928,-0.18458988,0.043488503,0.0,0.0,0.0,0.0,0,0.06
683948000,683948000,0.9817999,0.061032128,-0.1745345,0.043483637,0.0,0.0,0.0,0.0,0,0.08
683968000,683968000,0.98377925,0.05775139,-0.16423534,0.043347273,0.0,0.0,0.0,0.0,0,0.1
683988000,683988000,0.9856661,0.05446859,-0.15378276,0.04307601,0.0,0.0,0.0,0.0,0,0.12
684008000,684008000,0.98746204,0.051184557,-0.1431324,0.042673897,0.0,0.0,0.0,0.0,0,0.14
684028000,684028000,0.9891493,0.04790835,-0.13237026,0.042139616,0.0,0.0,0.0,0.0,0,0.16
684048000,684048000,0.9907258,0.044631276,-0.121487945,0.04147541,0.0,0.0,0.0,0.0,0,0.18
684068000,684068000,0.9921826,0.04135559,-0.11053248,0.04068302,0.0,0.0,0.0,0.0,0,0.2
684088000,684088000,0.9935119,0.038103916,-0.099548355,0.03976741,0.0,0.0,0.0,0.0,0,0.22
684108000,684108000,0.99471396,0.034841005,-0.08853952,0.038730357,0.0,0.0,0.0,0.0,0,0.24
684128000,684128000,0.9957807,0.031622954,-0.07757307,0.037580613,0.0,0.0,0.0,0.0,0,0.26
684148000,684148000,0.9967155,0.028394036,-0.06664746,0.036320843,0.0,0.0,0.0,0.0,0,0.28
684168000,684168000,0.99751455,0.025218347,-0.055817243,0.03496113,0.0,0.0,0.0,0.0,0,0.3
684188000,684188000,0.99818146,0.02205156,-0.04509977,0.03350622,0.0,0.0,0.0,0.0,0,0.32
684208000,684208000,0.9987178,0.018927544,-0.034522586,0.031965386,0.0,0.0,0.0,0.0,0,0.34
684228000,684228000,0.99912757,0.015841627,-0.024111317,0.030347053,0.0,0.0,0.0,0.0,0,0.36
684248000,684248000,0.9994154,0.012779191,-0.013903249,0.028659543,0.0,0.0,0.0,0.0,0,0.38
684268000,684268000,0.9995868,0.009782534,-0.003911014,0.026912475,0.0,0.0,0.0,0.0,0,0.4
684288000,684288000,0.999649,0.006800938,0.00583053,0.025114946,0.0,0.0,0.0,0.0,0,0.42
684308000,684308000,0.99960834,0.0038964762,0.015338431,0.023276577,0.0,0.0,0.0,0.0,0,0.44
684328000,684328000,0.9994734,0.0010144027,0.02455031,0.021407332,0.0,0.0,0.0,0.0,0,0.46
684348000,684348000,0.99925166,-0.0017828847,0.033484593,0.019515226,0.0,0.0,0.0,0.0,0,0.48
684368000,684368000,0.99895203,-0.004546947,0.04210822,0.017611338,0.0,0.0,0.0,0.0,0,0.5
684388000,684388000,0.99858254,-0.007239738,0.05042821,0.015703958,0.0,0.0,0.0,0.0,0,0.52
684408000,684408000,0.9981521,-0.009876705,0.05842493,0.01380318,0.0,0.0,0.0,0.0,0,0.54
684428000,684428000,0.9976687,-0.01244909,0.06610098,0.011917235,0.0,0.0,0.0,0.0,0,0.56
684448000,684448000,0.99714106,-0.014951671,0.073444605,0.010054765,0.0,0.0,0.0,0.0,0,0.58
684468000,684468000,0.9965788,-0.017391605,0.08043443,0.008224797,0.0,0.0,0.0,0.0,0,0.6
684488000,684488000,0.9959867,-0.019757213,0.087108456,0.006433263,0.0,0.0,0.0,0.0,0,0.62
684508000,684508000,0.99537224,-0.022067169,0.09345749,0.0046892203,0.0,0.0,0.0,0.0,0,0.64
684528000,684528000,0.9947419,-0.024285603,0.09949271,0.0029960985,0.0,0.0,0.0,0.0,0,0.66
684548000,684548000,0.9941035,-0.026446769,0.105195366,0.0013640244,0.0,0.0,0.0,0.0,0,0.68
684568000,684568000,0.9934617,-0.02851922,0.11058739,-0.0002048966,0.0,0.0,0.0,0.0,0,0.7
684588000,684588000,0.9928211,-0.030537168,0.11567171,-0.0017018022,0.0,0.0,0.0,0.0,0,0.72
684608000,684608000,0.9921883,-0.032455977,0.12045076,-0.0031275568,0.0,0.0,0.0,0.0,0,0.74
684628000,684628000,0.9915675,-0.03430299,0.12492504,-0.0044743763,0.0,0.0,0.0,0.0,0,0.76
684648000,684648000,0.9909618,-0.036065485,0.12911302,-0.005740801,0.0,0.0,0.0,0.0,0,0.78
684668000,684668000,0.99037206,-0.03776505,0.13303432,-0.0069213635,0.0,0.0,0.0,0.0,0,0.8
684688000,684688000,0.9898062,-0.039372846,0.13666862,-0.008016812,0.0,0.0,0.0,0.0,0,0.82
684708000,684708000,0.9892647,-0.040900197,0.140036,-0.009024701,0.0,0.0,0.0,0.0,0,0.84
684728000,684728000,0.98875076,-0.042341862,0.14314105,-0.009944161,0.0,0.0,0.0,0.0,0,0.86
684748000,684748000,0.9882653,-0.043701407,0.14599654,-0.010774614,0.0,0.0,0.0,0.0,0,0.88
684768000,684768000,0.9878117,-0.044986106,0.14859621,-0.01151388,0.0,0.0,0.0,0.0,0,0.9
684788000,684788000,0.9873888,-0.04619318,0.15096577,-0.012163644,0.0,0.0,0.0,0.0,0,0.92
684808000,684808000,0.98699784,-0.04732657,0.1531098,-0.012724281,0.0,0.0,0.0,0.0,0,0.94
684828000,684828000,0.9866397,-0.04837892,0.15503718,-0.013198689,0.0,0.0,0.0,0.0,0,0.96
684848000,684848000,0.9863165,-0.049356677,0.15674244,-0.013586759,0.0,0.0,0.0,0.0,0,0.98
684868000,684868000,0.98602676,-0.050261572,0.1582438,-0.01389083,0.0,0.0,0.0,0.0,0,1.0
684888000,684888000,0.9857705,-0.05109153,0.15954956,-0.014113205,0.0,0.0,0.0,0.0,0,1.02
684908000,684908000,0.9855486,-0.051840167,0.16066222,-0.014257648,0.0,0.0,0.0,0.0,0,1.04
684928000,684928000,0.98536026,-0.05251788,0.16158855,-0.014325325,0.0,0.0,0.0,0.0,0,1.06
684948000,684948000,0.985206,-0.053126074,0.16232933,-0.014318981,0.0,0.0,0.0,0.0,0,1.08
684968000,684968000,0.98508245,-0.05366456,0.1629076,-0.014243167,0.0,0.0,0.0,0.0,0,1.1
684988000,684988000,0.98499125,-0.05413005,0.16331682,-0.014101816,0.0,0.0,0.0,0.0,0,1.12
685008000,685008000,0.9849333,-0.05452806,0.16355145,-0.01389745,0.0,0.0,0.0,0.0,0,1.14
685028000,685028000,0.98490703,-0.054861426,0.16362007,-0.013634362,0.0,0.0,0.0,0.0,0,1.16
685048000,685048000,0.98491126,-0.05512393,0.16353233,-0.013318498,0.0,0.0,0.0,0.0,0,1.18
685068000,685068000,0.98494434,-0.055320904,0.16329604,-0.012953361,0.0,0.0,0.0,0.0,0,1.2
685088000,685088000,0.9850038,-0.055452503,0.16292389,-0.012543874,0.0,0.0,0.0,0.0,0,1.22
685108000,685108000,0.9850886,-0.055524677,0.16242018,-0.012093527,0.0,0.0,0.0,0.0,0,1.24
685128000,685128000,0.98519844,-0.055546165,0.16178115,-0.011604934,0.0,0.0,0.0,0.0,0,1.26
685148000,685148000,0.98533154,-0.055521037,0.16101392,-0.011082313,0.0,0.0,0.0,0.0,0,1.28
685168000,685168000,0.9854871,-0.055445768,0.16012226,-0.0105308145,0.0,0.0,0.0,0.0,0,1.3
685188000,685188000,0.9856662,-0.055318594,0.15909748,-0.009954741,0.0,0.0,0.0,0.0,0,1.32
685208000,685208000,0.9858658,-0.055137638,0.1579557,-0.009359804,0.0,0.0,0.0,0.0,0,1.34
685228000,685228000,0.9860835,-0.05490953,0.1567062,-0.008749898,0.0,0.0,0.0,0.0,0,1.36
685248000,685248000,0.9863179,-0.054641582,0.15535244,-0.008128034,0.0,0.0,0.0,0.0,0,1.38
685268000,685268000,0.98656684,-0.054333366,0.15390465,-0.007498713,0.0,0.0,0.0,0.0,0,1.4
685288000,685288000,0.98683065,-0.05398727,0.15235706,-0.006865248,0.0,0.0,0.0,0.0,0,1.42
685308000,685308000,0.9871087,-0.053605754,0.15070853,-0.006231213,0.0,0.0,0.0,0.0,0,1.44
685328000,685328000,0.98739886,-0.053192083,0.14896916,-0.005600307,0.0,0.0,0.0,0.0,0,1.46
685348000,685348000,0.98769957,-0.05274191,0.14714684,-0.0049771406,0.0,0.0,0.0,0.0,0,1.48
685368000,685368000,0.9880099,-0.052257814,0.1452431,-0.004364883,0.0,0.0,0.0,0.0,0,1.5
685388000,685388000,0.988329,-0.05174244,0.14326021,-0.0037661865,0.0,0.0,0.0,0.0,0,1.52
685408000,685408000,0.9886546,-0.051203154,0.14120662,-0.0031833455,0.0,0.0,0.0,0.0,0,1.54
685428000,685428000,0.9889868,-0.05063753,0.13907991,-0.0026193361,0.0,0.0,0.0,0.0,0,1.56
685448000,685448000,0.9893239,-0.050046477,0.13688816,-0.0020767218,0.0,0.0,0.0,0.0,0,1.58
685468000,685468000,0.9896646,-0.049428172,0.13463838,-0.0015586736,0.0,0.0,0.0,0.0,0,1.6
685488000,685488000,0.99000865,-0.048793208,0.13232568,-0.001065394,0.0,0.0,0.0,0.0,0,1.62
685508000,685508000,0.9903555,-0.048140038,0.12995107,-0.0005989811,0.0,0.0,0.0,0.0,0,1.64
685528000,685528000,0.9907026,-0.04747467,0.12752843,-0.00016095747,0.0,0.0,0.0,0.0,0,1.66
685548000,685548000,0.9910498,-0.0467831,0.12506238,0.00024539372,0.0,0.0,0.0,0.0,0,1.68
685568000,685568000,0.99139595,-0.046077374,0.12255453,0.00062038715,0.0,0.0,0.0,0.0,0,1.7
685588000,685588000,0.99174035,-0.04535391,0.12000973,0.0009622806,0.0,0.0,0.0,0.0,0,1.72
